Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
ene-21;Mujer;Ciudad Lineal;Entre 26 y 35 años;Extracomunitaria;5812;Especialistas en tratamientos de estética, bienestar y afines;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5420;Operadores de telemarketing
ene-21;Mujer;Ciudad Lineal;Entre 46 y 55 años;Española;3613;Asistentes de dirección y administrativos;3812;Técnicos en asistencia al usuario de tecnologías de la información;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
ene-21;Mujer;Carabanchel;Menor de 25 años;Española;5420;Operadores de telemarketing;3141;Técnicos en ciencias biológicas (excepto en áreas sanitarias);6410;Trabajadores cualificados en actividades forestales y del medio natural
ene-21;Hombre;Centro;Entre 26 y 35 años;Extracomunitaria;5992;Bañistas-socorristas;5120;Camareros asalariados;7199;Otros trabajadores de las obras estructurales de construcción no clasificados bajo otros epígrafes
ene-21;Mujer;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;5622;Técnicos de emergencias sanitarias;5710;Trabajadores de los cuidados personales a domicilio;5722;Cuidadores de niños en domicilios
ene-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;2824;Profesionales del trabajo y la educación social;2322;Profesores de enseñanza no reglada de idiomas;2824;Profesionales del trabajo y la educación social
ene-21;Mujer;Ciudad Lineal;Entre 26 y 35 años;Española;4421;Empleados de agencias de viajes;2624;Especialistas en políticas y servicios de personal y afines;4422;Recepcionistas de hoteles
ene-21;Mujer;Puente De Vallecas;Entre 26 y 35 años;Española;2154;Logopedas;4111;Empleados de contabilidad;3739;Otros técnicos y profesionales de apoyo de actividades culturales y artísticas
ene-21;Hombre;Otro Municipio;Entre 26 y 35 años;Extracomunitaria;8412;Conductores asalariados de automóviles, taxis y furgonetas;9820;Reponedores;9310;Ayudantes de cocina
ene-21;Hombre;Tetuán;Entre 46 y 55 años;Española;2484;Diseñadores gráficos y multimedia;2484;Diseñadores gráficos y multimedia;8412;Conductores asalariados de automóviles, taxis y furgonetas
ene-21;Mujer;Arganzuela;Entre 26 y 35 años;Española;2484;Diseñadores gráficos y multimedia;2484;Diseñadores gráficos y multimedia;2324;Profesores de enseñanza no reglada de artes
ene-21;Mujer;Fuencarral-el Pardo;Entre 36 y 45 años;Española;;;;;;
ene-21;Hombre;Arganzuela;Entre 26 y 35 años;Española;9811;Peones del transporte de mercancías y descargadores;3820;Programadores informáticos;2323;Profesores de enseñanza no reglada de música y danza
ene-21;Mujer;Carabanchel;Entre 36 y 45 años;Extracomunitaria;5611;Auxiliares de enfermería hospitalaria;4424;Teleoperadores;5611;Auxiliares de enfermería hospitalaria
ene-21;Mujer;Villaverde;Entre 46 y 55 años;Extracomunitaria;;;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
ene-21;Mujer;Carabanchel;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5612;Auxiliares de enfermería de atención primaria;;
ene-21;Hombre;Moncloa-aravaca;Menor de 25 años;Española;3613;Asistentes de dirección y administrativos;;;;
ene-21;Mujer;Chamberí;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;9820;Reponedores
ene-21;Mujer;Chamberí;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;;;;
ene-21;Mujer;Villaverde;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina;5622;Técnicos de emergencias sanitarias
ene-21;Hombre;Ciudad Lineal;Menor de 25 años;Española;5120;Camareros asalariados;5833;Conserjes de edificios;9820;Reponedores
ene-21;Mujer;Carabanchel;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;9229;Otro personal de limpieza
ene-21;Mujer;Carabanchel;Entre 26 y 35 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes;;
ene-21;Mujer;Otro Municipio;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;5220;Vendedores en tiendas y almacenes;5110;Cocineros asalariados
ene-21;Hombre;Villaverde;Entre 46 y 55 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5833;Conserjes de edificios
ene-21;Mujer;Hortaleza;Entre 26 y 35 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;4424;Teleoperadores;5420;Operadores de telemarketing
ene-21;Mujer;Moratalaz;Menor de 25 años;Española;3314;Técnicos en laboratorio de diagnóstico clínico;3313;Técnicos en anatomía patológica y citología;5220;Vendedores en tiendas y almacenes
ene-21;Hombre;Carabanchel;Entre 36 y 45 años;Española;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;9602;Peones de la construcción de edificios
ene-21;Hombre;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;8412;Conductores asalariados de automóviles, taxis y furgonetas;8333;Operadores de carretillas elevadoras;8331;Operadores de maquinaria de movimientos de tierras y equipos similares
ene-21;Hombre;Villaverde;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;4412;Recepcionistas (excepto de hoteles);4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
ene-21;Hombre;Fuencarral-el Pardo;Menor de 25 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores;;
ene-21;Mujer;Moratalaz;Menor de 25 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes;9229;Otro personal de limpieza
ene-21;Mujer;Villaverde;Entre 26 y 35 años;Extracomunitaria;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5420;Operadores de telemarketing;9820;Reponedores
ene-21;Mujer;Carabanchel;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9229;Otro personal de limpieza;;
ene-21;Hombre;Tetuán;Entre 36 y 45 años;Extracomunitaria;8412;Conductores asalariados de automóviles, taxis y furgonetas;8412;Conductores asalariados de automóviles, taxis y furgonetas;5220;Vendedores en tiendas y almacenes
ene-21;Mujer;Moratalaz;Menor de 25 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;9229;Otro personal de limpieza
ene-21;Hombre;Latina;Entre 56 y 65 años;Comunitaria;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;5833;Conserjes de edificios;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
ene-21;Hombre;Villaverde;Menor de 25 años;Extracomunitaria;9222;Limpiadores de vehículos;;;;
ene-21;Mujer;Vicálvaro;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;5811;Peluqueros;3510;Agentes y representantes comerciales
ene-21;Mujer;Moratalaz;Entre 36 y 45 años;Española;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos
ene-21;Hombre;Latina;Entre 26 y 35 años;Comunitaria;8412;Conductores asalariados de automóviles, taxis y furgonetas;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores
ene-21;Mujer;Otro Municipio;Entre 26 y 35 años;Extracomunitaria;4422;Recepcionistas de hoteles;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;9820;Reponedores
ene-21;Mujer;Carabanchel;Entre 26 y 35 años;Española;5500;Cajeros y taquilleros (excepto bancos);9700;Peones de las industrias manufactureras;9229;Otro personal de limpieza
ene-21;Hombre;Villa De Vallecas;Menor de 25 años;Española;8209;Montadores y ensambladores no clasificados en otros epígrafes;7199;Otros trabajadores de las obras estructurales de construcción no clasificados bajo otros epígrafes;9820;Reponedores
ene-21;Mujer;Usera;Entre 36 y 45 años;Española;;;;;;
ene-21;Hombre;Chamberí;Entre 56 y 65 años;Española;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados;9431;Ordenanzas;5833;Conserjes de edificios
ene-21;Mujer;Centro;Entre 26 y 35 años;Española;2652;Profesionales de relaciones públicas;2651;Profesionales de la publicidad y la comercialización;2651;Profesionales de la publicidad y la comercialización
ene-21;Mujer;Puente De Vallecas;Mayor de 65 años;Extracomunitaria;;;;;;
ene-21;Mujer;Usera;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
ene-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;5611;Auxiliares de enfermería hospitalaria;9100;Empleados domésticos;5722;Cuidadores de niños en domicilios
ene-21;Hombre;Otro Municipio;Entre 46 y 55 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
ene-21;Hombre;Chamartín;Entre 46 y 55 años;Española;2651;Profesionales de la publicidad y la comercialización;3510;Agentes y representantes comerciales;2922;Periodistas
ene-21;Mujer;Carabanchel;Entre 36 y 45 años;Extracomunitaria;2461;Ingenieros técnicos industriales y de producción;4424;Teleoperadores;3209;Supervisores de otras industrias manufactureras
ene-21;Hombre;Ciudad Lineal;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9310;Ayudantes de cocina
ene-21;Mujer;Hortaleza;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes;9100;Empleados domésticos
ene-21;Hombre;Puente De Vallecas;Entre 36 y 45 años;Comunitaria;7111;Encofradores y operarios de puesta en obra de hormigón;2484;Diseñadores gráficos y multimedia;3510;Agentes y representantes comerciales
ene-21;Mujer;Tetuán;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9820;Reponedores;9310;Ayudantes de cocina
ene-21;Mujer;Usera;Entre 26 y 35 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5120;Camareros asalariados;3713;Profesionales de apoyo al trabajo y a la educación social
ene-21;Mujer;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio;5710;Trabajadores de los cuidados personales a domicilio
ene-21;Hombre;Usera;Entre 36 y 45 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5500;Cajeros y taquilleros (excepto bancos)
ene-21;Mujer;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;4424;Teleoperadores;4412;Recepcionistas (excepto de hoteles)
ene-21;Mujer;Ciudad Lineal;Menor de 25 años;Española;5722;Cuidadores de niños en domicilios;5893;Cuidadores de animales y adiestradores;5220;Vendedores en tiendas y almacenes
ene-21;Mujer;Usera;Menor de 25 años;Española;5611;Auxiliares de enfermería hospitalaria;5611;Auxiliares de enfermería hospitalaria;5710;Trabajadores de los cuidados personales a domicilio
ene-21;Mujer;San Blas;Entre 26 y 35 años;Española;;;;;;
ene-21;Hombre;Carabanchel;Entre 36 y 45 años;Extracomunitaria;7701;Matarifes y trabajadores de las industrias cárnicas;;;;
ene-21;Mujer;Ciudad Lineal;Entre 46 y 55 años;Extracomunitaria;4424;Teleoperadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5220;Vendedores en tiendas y almacenes
ene-21;Mujer;Vicálvaro;Entre 36 y 45 años;Extracomunitaria;;;;;;
ene-21;Hombre;Vicálvaro;Menor de 25 años;Española;;;;;;
ene-21;Hombre;Usera;Menor de 25 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;5120;Camareros asalariados
ene-21;Hombre;Hortaleza;Entre 46 y 55 años;Extracomunitaria;5811;Peluqueros;8412;Conductores asalariados de automóviles, taxis y furgonetas;9811;Peones del transporte de mercancías y descargadores
ene-21;Mujer;Villaverde;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;9820;Reponedores;5500;Cajeros y taquilleros (excepto bancos)
ene-21;Hombre;San Blas;Entre 26 y 35 años;Extracomunitaria;5120;Camareros asalariados;8412;Conductores asalariados de automóviles, taxis y furgonetas;5220;Vendedores en tiendas y almacenes
ene-21;Mujer;Tetuán;Entre 36 y 45 años;Española;9310;Ayudantes de cocina;5220;Vendedores en tiendas y almacenes;5110;Cocineros asalariados
ene-21;Hombre;Moratalaz;Entre 26 y 35 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;5611;Auxiliares de enfermería hospitalaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
ene-21;Hombre;Carabanchel;Entre 46 y 55 años;Española;3125;Técnicos en electrónica, especialidad en electromedicina;3123;Técnicos en electricidad;3124;Técnicos en electrónica (excepto electromedicina)
ene-21;Mujer;Hortaleza;Entre 46 y 55 años;Comunitaria;9100;Empleados domésticos;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
ene-21;Mujer;Carabanchel;Menor de 25 años;Española;5722;Cuidadores de niños en domicilios;5721;Cuidadores de niños en guarderías y centros educativos;5120;Camareros asalariados
ene-21;Mujer;Villaverde;Entre 26 y 35 años;Extracomunitaria;4412;Recepcionistas (excepto de hoteles);3613;Asistentes de dirección y administrativos;4424;Teleoperadores
ene-21;Mujer;Carabanchel;Entre 56 y 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos
ene-21;Mujer;Usera;Entre 46 y 55 años;Española;5811;Peluqueros;5220;Vendedores en tiendas y almacenes;5833;Conserjes de edificios
ene-21;Mujer;Villa De Vallecas;Entre 26 y 35 años;Española;5120;Camareros asalariados;4411;Empleados de información al usuario;9811;Peones del transporte de mercancías y descargadores
ene-21;Mujer;Retiro;Entre 36 y 45 años;Extracomunitaria;1422;Directores y gerentes de bares, cafeterías y similares;;;;
ene-21;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;;;
ene-21;Mujer;Usera;Menor de 25 años;Española;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores;5220;Vendedores en tiendas y almacenes
ene-21;Hombre;Carabanchel;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;9820;Reponedores;8209;Montadores y ensambladores no clasificados en otros epígrafes
ene-21;Mujer;Carabanchel;Entre 26 y 35 años;Extracomunitaria;3129;Otros técnicos de las ciencias físicas, químicas, medioambientales y de las ingenierías;5825;Guías de turismo;4411;Empleados de información al usuario
