Fecha de Inscripción;Género;Distrito;Tramos de Edad;Nacionalidad;Código Objetivo Profesional 1;Objetivo Profesional 1;Código Objetivo Profesional 2;Objetivo Profesional 2;Código Objetivo Profesional 3;Objetivo Profesional 3
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Salamanca;Entre 26 y 35 años;Española;2251;Maestros de educación infantil;;;;
jun-21;Mujer;Villa De Vallecas;Entre 36 y 45 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9820;Reponedores;9100;Empleados domésticos
jun-21;Mujer;Otro Municipio;Entre 26 y 35 años;Extracomunitaria;;;;;;
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;3510;Agentes y representantes comerciales;;
jun-21;Mujer;Hortaleza;Entre 46 y 55 años;Española;2613;Analistas financieros;1211;Directores financieros;2611;Especialistas en contabilidad
jun-21;Hombre;Otro Municipio;Entre 36 y 45 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Barajas;Entre 36 y 45 años;Extracomunitaria;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;4411;Empleados de información al usuario
jun-21;Mujer;Ciudad Lineal;Entre 36 y 45 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;3613;Asistentes de dirección y administrativos
jun-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Arganzuela;Entre 36 y 45 años;Española;4430;Agentes de encuestas;5220;Vendedores en tiendas y almacenes;5120;Camareros asalariados
jun-21;Hombre;Usera;Menor de 25 años;Española;5992;Bañistas-socorristas;3723;Instructores de actividades deportivas;;
jun-21;Mujer;Usera;Entre 36 y 45 años;Española;5710;Trabajadores de los cuidados personales a domicilio;;;;
jun-21;Hombre;Tetuán;Entre 26 y 35 años;Extracomunitaria;9820;Reponedores;8412;Conductores asalariados de automóviles, taxis y furgonetas;5500;Cajeros y taquilleros (excepto bancos)
jun-21;Hombre;San Blas;Entre 26 y 35 años;Comunitaria;5110;Cocineros asalariados;5110;Cocineros asalariados;;
jun-21;Hombre;Centro;Entre 26 y 35 años;Extracomunitaria;5220;Vendedores en tiendas y almacenes;;;;
jun-21;Mujer;Usera;Menor de 25 años;Española;5120;Camareros asalariados;;;;
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;5710;Trabajadores de los cuidados personales a domicilio;;;;
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Otro Municipio;Entre 26 y 35 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;San Blas;Entre 36 y 45 años;Extracomunitaria;4412;Recepcionistas (excepto de hoteles);5220;Vendedores en tiendas y almacenes;4424;Teleoperadores
jun-21;Mujer;Ciudad Lineal;Entre 46 y 55 años;Española;9100;Empleados domésticos;;;;
jun-21;Mujer;Arganzuela;Menor de 25 años;Española;5611;Auxiliares de enfermería hospitalaria;5612;Auxiliares de enfermería de atención primaria;5710;Trabajadores de los cuidados personales a domicilio
jun-21;Mujer;Moratalaz;Entre 36 y 45 años;Española;1212;Directores de recursos humanos;2624;Especialistas en políticas y servicios de personal y afines;4112;Empleados de control de personal y nóminas
jun-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;9700;Peones de las industrias manufactureras;7191;Mantenedores de edificios;9443;Barrenderos y afines
jun-21;Mujer;Fuencarral-el Pardo;Menor de 25 años;Española;3613;Asistentes de dirección y administrativos;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes;;
jun-21;Hombre;Carabanchel;Menor de 25 años;Española;3326;Técnicos en prevención de riesgos laborales y salud ambiental;2326;Profesionales de la educación ambiental;;
jun-21;Mujer;Otro Municipio;Entre 26 y 35 años;Extracomunitaria;9310;Ayudantes de cocina;9820;Reponedores;5500;Cajeros y taquilleros (excepto bancos)
jun-21;Hombre;Villaverde;Entre 26 y 35 años;Española;3734;Chefs;5110;Cocineros asalariados;5110;Cocineros asalariados
jun-21;Mujer;Tetuán;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;;;;
jun-21;Mujer;Carabanchel;Entre 26 y 35 años;Española;9310;Ayudantes de cocina;5500;Cajeros y taquilleros (excepto bancos);9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-21;Mujer;Chamartín;Entre 56 y 65 años;Española;9811;Peones del transporte de mercancías y descargadores;8333;Operadores de carretillas elevadoras;3831;Técnicos de grabación audiovisual
jun-21;Hombre;Arganzuela;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
jun-21;Hombre;Otro Municipio;Entre 26 y 35 años;Española;9811;Peones del transporte de mercancías y descargadores;5622;Técnicos de emergencias sanitarias;9811;Peones del transporte de mercancías y descargadores
jun-21;Mujer;Latina;Entre 56 y 65 años;Española;5420;Operadores de telemarketing;3613;Asistentes de dirección y administrativos;;
jun-21;Mujer;Chamberí;Entre 36 y 45 años;Extracomunitaria;9100;Empleados domésticos;5710;Trabajadores de los cuidados personales a domicilio;5722;Cuidadores de niños en domicilios
jun-21;Mujer;Latina;Entre 26 y 35 años;Española;2723;Analistas de redes informáticas;2721;Diseñadores y administradores de bases de datos;;
jun-21;Hombre;Chamartín;Entre 26 y 35 años;Española;2912;Bibliotecarios, documentalistas y afines;2230;Profesores de enseñanza secundaria (excepto materias específicas de formación profesional);3613;Asistentes de dirección y administrativos
jun-21;Hombre;San Blas;Entre 46 y 55 años;Española;8333;Operadores de carretillas elevadoras;9811;Peones del transporte de mercancías y descargadores;;
jun-21;Mujer;Vicálvaro;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4424;Teleoperadores;3811;Técnicos en operaciones de sistemas informáticos
jun-21;Mujer;Carabanchel;Entre 26 y 35 años;Española;;;;;;
jun-21;Hombre;Chamartín;Entre 36 y 45 años;Española;2482;Diseñadores de productos y de prendas;2431;Ingenieros industriales y de producción;;
jun-21;Hombre;Puente De Vallecas;Menor de 25 años;Española;5120;Camareros asalariados;9443;Barrenderos y afines;9441;Recogedores de residuos
jun-21;Hombre;Usera;Entre 56 y 65 años;Española;7191;Mantenedores de edificios;3713;Profesionales de apoyo al trabajo y a la educación social;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines
jun-21;Mujer;San Blas;Entre 26 y 35 años;Española;4412;Recepcionistas (excepto de hoteles);3613;Asistentes de dirección y administrativos;5220;Vendedores en tiendas y almacenes
jun-21;Mujer;Villaverde;Mayor de 65 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos
jun-21;Mujer;Otro Municipio;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9811;Peones del transporte de mercancías y descargadores;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-21;Mujer;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;;;;;;
jun-21;Mujer;Carabanchel;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;2922;Periodistas;;
jun-21;Hombre;Puente De Vallecas;Entre 26 y 35 años;Española;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores;6120;Trabajadores cualificados en huertas, invernaderos, viveros y jardines
jun-21;Hombre;Moncloa-aravaca;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;2311;Profesores de educación especial;3613;Asistentes de dirección y administrativos
jun-21;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9443;Barrenderos y afines;9310;Ayudantes de cocina
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;2461;Ingenieros técnicos industriales y de producción;;;;
jun-21;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;4424;Teleoperadores;9811;Peones del transporte de mercancías y descargadores;4411;Empleados de información al usuario
jun-21;Mujer;Otro Municipio;Menor de 25 años;Española;5120;Camareros asalariados;5722;Cuidadores de niños en domicilios;;
jun-21;Mujer;San Blas;Entre 26 y 35 años;Extracomunitaria;9820;Reponedores;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-21;Hombre;Tetuán;Entre 26 y 35 años;Española;9820;Reponedores;5120;Camareros asalariados;;
jun-21;Hombre;Otro Municipio;Entre 26 y 35 años;Española;2431;Ingenieros industriales y de producción;;;;
jun-21;Mujer;Moratalaz;Menor de 25 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;4111;Empleados de contabilidad;5220;Vendedores en tiendas y almacenes
jun-21;Mujer;Usera;Entre 26 y 35 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;3724;Monitores de actividades recreativas y de entretenimiento;5721;Cuidadores de niños en guarderías y centros educativos
jun-21;Mujer;Carabanchel;Entre 46 y 55 años;Española;4223;Empleados de servicio de personal;5220;Vendedores en tiendas y almacenes;5420;Operadores de telemarketing
jun-21;Mujer;Arganzuela;Entre 36 y 45 años;Española;9431;Ordenanzas;4301;Grabadores de datos;4309;Empleados administrativos sin tareas de atención al público no clasificados bajo otros epígrafes
jun-21;Hombre;Retiro;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores;;
jun-21;Mujer;Latina;Entre 36 y 45 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;3613;Asistentes de dirección y administrativos;9811;Peones del transporte de mercancías y descargadores
jun-21;Hombre;Villaverde;Menor de 25 años;Española;3713;Profesionales de apoyo al trabajo y a la educación social;;;;
jun-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;3160;Técnicos de control de calidad de las ciencias físicas, químicas y de las ingenierías;2158;Profesionales de la salud y la higiene laboral y ambiental;3132;Técnicos en instalaciones de tratamiento de residuos, de aguas y otros operadores en plantas similares
jun-21;Mujer;Usera;Entre 36 y 45 años;Española;3713;Profesionales de apoyo al trabajo y a la educación social;2625;Especialistas en formación de personal;3724;Monitores de actividades recreativas y de entretenimiento
jun-21;Mujer;Carabanchel;Entre 26 y 35 años;Española;2158;Profesionales de la salud y la higiene laboral y ambiental;4412;Recepcionistas (excepto de hoteles);4424;Teleoperadores
jun-21;Hombre;Tetuán;Entre 46 y 55 años;Española;1211;Directores financieros;2612;Asesores financieros y en inversiones;2599;Profesionales del derecho no clasificados bajo otros epígrafes
jun-21;Mujer;Fuencarral-el Pardo;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
jun-21;Hombre;Puente De Vallecas;Menor de 25 años;Española;5120;Camareros asalariados;9310;Ayudantes de cocina;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-21;Mujer;Puente De Vallecas;Entre 36 y 45 años;Española;3613;Asistentes de dirección y administrativos;4113;Empleados de oficina de servicios estadísticos, financieros y bancarios;;
jun-21;Hombre;Usera;Menor de 25 años;Española;;;;;;
jun-21;Mujer;Usera;Entre 46 y 55 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);9100;Empleados domésticos;9820;Reponedores
jun-21;Mujer;Villaverde;Entre 56 y 65 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;;;;
jun-21;Hombre;Otro Municipio;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;9700;Peones de las industrias manufactureras;9820;Reponedores
jun-21;Mujer;Chamberí;Menor de 25 años;Española;2252;Técnicos en educación infantil;5611;Auxiliares de enfermería hospitalaria;;
jun-21;Mujer;Carabanchel;Entre 46 y 55 años;Española;5991;Vigilantes de prisiones;5622;Técnicos de emergencias sanitarias;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-21;Mujer;Villa De Vallecas;Entre 46 y 55 años;Española;5500;Cajeros y taquilleros (excepto bancos);4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;5500;Cajeros y taquilleros (excepto bancos)
jun-21;Hombre;Otro Municipio;Menor de 25 años;Española;;;;;;
jun-21;Mujer;San Blas;Entre 26 y 35 años;Española;7295;Personal de limpieza de fachadas de edificios y chimeneas;;;;
jun-21;Hombre;Otro Municipio;Entre 36 y 45 años;Española;8432;Conductores asalariados de camiones;;;;
jun-21;Hombre;Villa De Vallecas;Entre 56 y 65 años;Española;6120;Trabajadores cualificados en huertas, invernaderos, viveros y jardines;9602;Peones de la construcción de edificios;9443;Barrenderos y afines
jun-21;Mujer;Otro Municipio;Menor de 25 años;Española;;;;;;
jun-21;Hombre;Carabanchel;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;4412;Recepcionistas (excepto de hoteles);4411;Empleados de información al usuario
jun-21;Mujer;Villaverde;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;5722;Cuidadores de niños en domicilios;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
jun-21;Mujer;Puente De Vallecas;Menor de 25 años;Española;9820;Reponedores;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes
jun-21;Hombre;Carabanchel;Menor de 25 años;Española;4111;Empleados de contabilidad;3613;Asistentes de dirección y administrativos;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-21;Mujer;Arganzuela;Entre 36 y 45 años;Española;3831;Técnicos de grabación audiovisual;2651;Profesionales de la publicidad y la comercialización;;
jun-21;Mujer;Tetuán;Entre 26 y 35 años;Española;2823;Psicólogos;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes;2825;Agentes de igualdad de oportunidades entre mujeres y hombres
jun-21;Mujer;Carabanchel;Menor de 25 años;Española;5722;Cuidadores de niños en domicilios;9229;Otro personal de limpieza;5120;Camareros asalariados
jun-21;Mujer;Hortaleza;Entre 26 y 35 años;Española;2251;Maestros de educación infantil;2252;Técnicos en educación infantil;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-21;Hombre;Villa De Vallecas;Menor de 25 años;Española;5931;Bomberos (excepto forestales);;;;
jun-21;Hombre;Latina;Entre 26 y 35 años;Española;5710;Trabajadores de los cuidados personales a domicilio;5621;Técnicos auxiliares de farmacia;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-21;Mujer;Tetuán;Entre 26 y 35 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;;;;
jun-21;Mujer;Villa De Vallecas;Menor de 25 años;Española;;;;;;
jun-21;Hombre;Retiro;Entre 46 y 55 años;Española;3160;Técnicos de control de calidad de las ciencias físicas, químicas y de las ingenierías;3129;Otros técnicos de las ciencias físicas, químicas, medioambientales y de las ingenierías;3326;Técnicos en prevención de riesgos laborales y salud ambiental
jun-21;Mujer;Carabanchel;Entre 56 y 65 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos;4411;Empleados de información al usuario
jun-21;Hombre;Carabanchel;Entre 46 y 55 años;Extracomunitaria;9811;Peones del transporte de mercancías y descargadores;5833;Conserjes de edificios;5942;Auxiliares de vigilante de seguridad y similares no habilitados para ir armados
jun-21;Mujer;Arganzuela;Entre 26 y 35 años;Española;2824;Profesionales del trabajo y la educación social;2824;Profesionales del trabajo y la educación social;2824;Profesionales del trabajo y la educación social
jun-21;Hombre;San Blas;Entre 36 y 45 años;Española;9431;Ordenanzas;8412;Conductores asalariados de automóviles, taxis y furgonetas;5500;Cajeros y taquilleros (excepto bancos)
jun-21;Hombre;Otro Municipio;Entre 46 y 55 años;Española;2463;Ingenieros técnicos mecánicos;3326;Técnicos en prevención de riesgos laborales y salud ambiental;3202;Supervisores de la construcción
jun-21;Hombre;Otro Municipio;Menor de 25 años;Española;5120;Camareros asalariados;7401;Mecánicos y ajustadores de vehículos de motor;5220;Vendedores en tiendas y almacenes
jun-21;Mujer;Centro;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Fuencarral-el Pardo;Menor de 25 años;Extracomunitaria;;;;;;
jun-21;Hombre;Otro Municipio;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;;;;
jun-21;Mujer;Latina;Entre 46 y 55 años;Española;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;4424;Teleoperadores;4301;Grabadores de datos
jun-21;Hombre;Fuencarral-el Pardo;Menor de 25 años;Española;9820;Reponedores;9229;Otro personal de limpieza;;
jun-21;Mujer;Carabanchel;Entre 46 y 55 años;Española;9310;Ayudantes de cocina;9229;Otro personal de limpieza;5120;Camareros asalariados
jun-21;Hombre;Otro Municipio;Entre 36 y 45 años;Española;4430;Agentes de encuestas;4424;Teleoperadores;4423;Telefonistas
jun-21;Mujer;Ciudad Lineal;Menor de 25 años;Extracomunitaria;5120;Camareros asalariados;8333;Operadores de carretillas elevadoras;5500;Cajeros y taquilleros (excepto bancos)
jun-21;Hombre;Puente De Vallecas;Entre 26 y 35 años;Extracomunitaria;4430;Agentes de encuestas;;;;
jun-21;Mujer;Carabanchel;Entre 26 y 35 años;Española;2251;Maestros de educación infantil;5721;Cuidadores de niños en guarderías y centros educativos;2329;Profesores y profesionales de la enseñanza no clasificados bajo otros epígrafes
jun-21;Mujer;Ciudad Lineal;Entre 36 y 45 años;Extracomunitaria;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9100;Empleados domésticos
jun-21;Mujer;Usera;Entre 36 y 45 años;Española;4412;Recepcionistas (excepto de hoteles);;;;
jun-21;Mujer;Otro Municipio;Entre 56 y 65 años;Extracomunitaria;4430;Agentes de encuestas;;;;
jun-21;Mujer;Otro Municipio;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Otro Municipio;Entre 36 y 45 años;Española;8432;Conductores asalariados de camiones;;;;
jun-21;Mujer;Usera;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Fuencarral-el Pardo;Entre 26 y 35 años;Española;2824;Profesionales del trabajo y la educación social;5210;Jefes de sección de tiendas y almacenes;3613;Asistentes de dirección y administrativos
jun-21;Mujer;Otro Municipio;Entre 36 y 45 años;Extracomunitaria;5120;Camareros asalariados;;;;
jun-21;Mujer;Usera;Entre 26 y 35 años;Extracomunitaria;2484;Diseñadores gráficos y multimedia;5220;Vendedores en tiendas y almacenes;9820;Reponedores
jun-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores;5629;Trabajadores de los cuidados a las personas en servicios de salud no clasificados bajo otros epígrafes
jun-21;Mujer;Otro Municipio;Entre 26 y 35 años;Extracomunitaria;3613;Asistentes de dirección y administrativos;4411;Empleados de información al usuario;;
jun-21;Hombre;Latina;Menor de 25 años;Española;5120;Camareros asalariados;9820;Reponedores;5500;Cajeros y taquilleros (excepto bancos)
jun-21;Mujer;Chamberí;Entre 56 y 65 años;Española;4424;Teleoperadores;5492;Promotores de venta;;
jun-21;Hombre;Centro;Entre 56 y 65 años;Comunitaria;3510;Agentes y representantes comerciales;4411;Empleados de información al usuario;5420;Operadores de telemarketing
jun-21;Hombre;Otro Municipio;Entre 26 y 35 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;5710;Trabajadores de los cuidados personales a domicilio;5120;Camareros asalariados
jun-21;Mujer;Vicálvaro;Entre 26 y 35 años;Española;;;;;;
jun-21;Mujer;Ciudad Lineal;Entre 26 y 35 años;Española;5220;Vendedores en tiendas y almacenes;;;;
jun-21;Mujer;Otro Municipio;Entre 26 y 35 años;Española;4430;Agentes de encuestas;5220;Vendedores en tiendas y almacenes;3724;Monitores de actividades recreativas y de entretenimiento
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;5420;Operadores de telemarketing;4424;Teleoperadores
jun-21;Hombre;Otro Municipio;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Otro Municipio;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Centro;Entre 26 y 35 años;Española;2935;Actores;2324;Profesores de enseñanza no reglada de artes;;
jun-21;Mujer;Otro Municipio;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Usera;Entre 46 y 55 años;Extracomunitaria;5710;Trabajadores de los cuidados personales a domicilio;9100;Empleados domésticos;9310;Ayudantes de cocina
jun-21;Hombre;Puente De Vallecas;Entre 46 y 55 años;Extracomunitaria;9820;Reponedores;5430;Expendedores de gasolineras;9811;Peones del transporte de mercancías y descargadores
jun-21;Hombre;Barajas;Menor de 25 años;Española;9811;Peones del transporte de mercancías y descargadores;9820;Reponedores;5220;Vendedores en tiendas y almacenes
jun-21;Mujer;Latina;Entre 56 y 65 años;Española;4301;Grabadores de datos;4210;Empleados de bibliotecas y archivos;;
jun-21;Hombre;Salamanca;Entre 26 y 35 años;Española;8420;Conductores de autobuses y tranvías;1221;Directores comerciales y de ventas;3139;Técnicos en control de procesos no clasificados bajo otros epígrafes
jun-21;Hombre;Otro Municipio;Entre 26 y 35 años;Española;3724;Monitores de actividades recreativas y de entretenimiento;5992;Bañistas-socorristas;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-21;Mujer;Puente De Vallecas;Entre 46 y 55 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);5220;Vendedores en tiendas y almacenes
jun-21;Hombre;Usera;Menor de 25 años;Española;3129;Otros técnicos de las ciencias físicas, químicas, medioambientales y de las ingenierías;3143;Técnicos forestales y del medio natural;5993;Agentes forestales y medioambientales
jun-21;Mujer;Otro Municipio;Menor de 25 años;Española;8412;Conductores asalariados de automóviles, taxis y furgonetas;4221;Empleados de servicios de correos (excepto empleados de mostrador);9811;Peones del transporte de mercancías y descargadores
jun-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;5220;Vendedores en tiendas y almacenes;5500;Cajeros y taquilleros (excepto bancos);9820;Reponedores
jun-21;Mujer;Carabanchel;Menor de 25 años;Española;4430;Agentes de encuestas;2625;Especialistas en formación de personal;1223;Directores de investigación y desarrollo
jun-21;Mujer;Usera;Entre 46 y 55 años;Española;5893;Cuidadores de animales y adiestradores;;;;
jun-21;Hombre;Ciudad Lineal;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;9811;Peones del transporte de mercancías y descargadores;4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes
jun-21;Mujer;Usera;Entre 26 y 35 años;Extracomunitaria;9100;Empleados domésticos;5120;Camareros asalariados;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares
jun-21;Hombre;Tetuán;Entre 36 y 45 años;Extracomunitaria;5110;Cocineros asalariados;9310;Ayudantes de cocina;9700;Peones de las industrias manufactureras
jun-21;Hombre;Ciudad Lineal;Entre 36 y 45 años;Española;9811;Peones del transporte de mercancías y descargadores;5220;Vendedores en tiendas y almacenes;9229;Otro personal de limpieza
jun-21;Mujer;Villa De Vallecas;Entre 46 y 55 años;Española;4412;Recepcionistas (excepto de hoteles);3613;Asistentes de dirección y administrativos;4424;Teleoperadores
jun-21;Mujer;Moratalaz;Menor de 25 años;Española;;;;;;
jun-21;Mujer;San Blas;Entre 36 y 45 años;Española;3314;Técnicos en laboratorio de diagnóstico clínico;2153;Dietistas y nutricionistas;3160;Técnicos de control de calidad de las ciencias físicas, químicas y de las ingenierías
jun-21;Mujer;Puente De Vallecas;Entre 36 y 45 años;Extracomunitaria;5500;Cajeros y taquilleros (excepto bancos);4500;Empleados administrativos con tareas de atención al público no clasificados bajo otros epígrafes;9820;Reponedores
jun-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;5110;Cocineros asalariados;5110;Cocineros asalariados;9310;Ayudantes de cocina
jun-21;Mujer;Centro;Entre 46 y 55 años;Española;4430;Agentes de encuestas;2824;Profesionales del trabajo y la educación social;;
jun-21;Hombre;Otro Municipio;Entre 36 y 45 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Usera;Entre 46 y 55 años;Española;7621;Trabajadores de procesos de preimpresión;7622;Trabajadores de procesos de impresión;8412;Conductores asalariados de automóviles, taxis y furgonetas
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;3613;Asistentes de dirección y administrativos;;
jun-21;Hombre;Villaverde;Menor de 25 años;Española;5220;Vendedores en tiendas y almacenes;2240;Profesores de enseñanza primaria;;
jun-21;Mujer;Puente De Vallecas;Entre 26 y 35 años;Española;9512;Peones agrícolas en huertas, invernaderos, viveros y jardines;5833;Conserjes de edificios;2923;Filólogos, intérpretes y traductores
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Carabanchel;Menor de 25 años;Española;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;9210;Personal de limpieza de oficinas, hoteles y otros establecimientos similares;;
jun-21;Mujer;Otro Municipio;Entre 36 y 45 años;Española;3722;Entrenadores y árbitros de actividades deportivas;2230;Profesores de enseñanza secundaria (excepto materias específicas de formación profesional);3724;Monitores de actividades recreativas y de entretenimiento
jun-21;Hombre;Latina;Entre 36 y 45 años;Española;3510;Agentes y representantes comerciales;9811;Peones del transporte de mercancías y descargadores;5120;Camareros asalariados
jun-21;Hombre;Centro;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Villaverde;Entre 26 y 35 años;Española;4411;Empleados de información al usuario;5220;Vendedores en tiendas y almacenes;4412;Recepcionistas (excepto de hoteles)
jun-21;Mujer;Tetuán;Entre 26 y 35 años;Española;5110;Cocineros asalariados;2121;Enfermeros no especializados;;
jun-21;Mujer;Carabanchel;Entre 36 y 45 años;Española;2824;Profesionales del trabajo y la educación social;1324;Directores de servicios sociales para personas mayores;3713;Profesionales de apoyo al trabajo y a la educación social
jun-21;Mujer;Otro Municipio;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Otro Municipio;Entre 56 y 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Otro Municipio;Entre 46 y 55 años;Española;4430;Agentes de encuestas;;;;
jun-21;Mujer;Barajas;Entre 36 y 45 años;Extracomunitaria;3510;Agentes y representantes comerciales;5220;Vendedores en tiendas y almacenes;5420;Operadores de telemarketing
jun-21;Mujer;Retiro;Entre 26 y 35 años;Española;2823;Psicólogos;;;;
jun-21;Mujer;Otro Municipio;Mayor de 65 años;Española;4430;Agentes de encuestas;4424;Teleoperadores;5420;Operadores de telemarketing
jun-21;Hombre;Otro Municipio;Mayor de 65 años;Española;4430;Agentes de encuestas;;;;
jun-21;Hombre;Latina;Entre 26 y 35 años;Extracomunitaria;8412;Conductores asalariados de automóviles, taxis y furgonetas;8412;Conductores asalariados de automóviles, taxis y furgonetas;5220;Vendedores en tiendas y almacenes
